No,Nama Prodi,Nama PT,Jenjang,LLDikti,
17596,Pendidikan Fisika,Universitas Lampung,S2,,
17597,Ilmu Hukum,Universitas Lancang Kuning,S2,10,
17598,Arsitektur,Universitas Lancang Kuning,S1,10,
17599,Pendidikan Bahasa Inggris,Universitas Lancang Kuning,S1,10,
17600,Teknik Informatika,Universitas Lancang Kuning,S1,10,
17601,Teknik Sipil,Universitas Lancang Kuning,S1,10,
17602,Ilmu Administrasi Negara,Universitas Lancang Kuning,S1,10,
17603,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Lancang Kuning,S1,10,
17604,Sistem Informasi,Universitas Lancang Kuning,S1,10,
17605,Manajemen,Universitas Lancang Kuning,S1,10,
17606,Ilmu Hukum,Universitas Lancang Kuning,S1,10,
17607,Akuntansi,Universitas Lancang Kuning,S1,10,
17608,Agribisnis,Universitas Lancang Kuning,S1,10,
17609,Agroteknologi,Universitas Lancang Kuning,S1,10,
17610,Manajemen,Universitas Lancang Kuning,S2,10,
17611,Sastra Inggris,Universitas Lancang Kuning,S1,10,
17612,Sastra Daerah,Universitas Lancang Kuning,S1,10,
17613,Sastra Indonesia,Universitas Lancang Kuning,S1,10,
17614,Ilmu Perpustakaan,Universitas Lancang Kuning,S1,10,
17615,Pendidikan Biologi,Universitas Lancang Kuning,S1,10,
17616,Teknik Elektro,Universitas Lancang Kuning,S1,10,
17617,Kehutanan,Universitas Lancang Kuning,S1,10,
17618,Pendidikan Guru Sekolah Dasar,Universitas Langlang Buana,S1,4,
17619,Ilmu Hukum,Universitas Langlang Buana,S1,4,
17620,Manajemen,Universitas Langlang Buana,S1,4,
17621,Kepolisian,Universitas Langlang Buana,D-III,4,
17622,Pendidikan Ekonomi,Universitas Langlang Buana,S1,4,
17623,Ilmu Pemerintahan,Universitas Langlang Buana,S2,4,
17624,Teknik Elektro,Universitas Langlang Buana,S1,4,
17625,Teknik Informatika,Universitas Langlang Buana,S1,4,
17626,Manajemen,Universitas Langlang Buana,S2,4,
17627,Arsitektur,Universitas Langlang Buana,S1,4,
17628,Pendidikan Matematika,Universitas Langlang Buana,S1,4,
17629,Ilmu Komunikasi,Universitas Langlang Buana,S1,4,
17630,Teknik Informatika,Universitas Langlang Buana,S2,4,
17631,Ilmu Pemerintahan,Universitas Langlang Buana,S1,4,
17632,Ilmu Hukum,Universitas Langlang Buana,S2,4,
17633,Akuntansi,Universitas Langlang Buana,S1,4,
17634,Teknik Sipil,Universitas Langlang Buana,S1,4,
17635,Ilmu Kesejahteraan Sosial,Universitas Langlang Buana,S1,4,
17636,Teknik Industri,Universitas Langlang Buana,S1,4,
17637,Administrasi Bisnis,Universitas Lintas Internasional Indonesia,S1,4,
17638,Teknik Industri,Universitas Lintas Internasional Indonesia,S1,4,
17639,Manajemen,Universitas Lintas Internasional Indonesia,S1,4,
17640,Ilmu Hubungan Internasional,Universitas Lintas Internasional Indonesia,S1,4,
17641,Teknik Penerbangan,Universitas Lintas Internasional Indonesia,S1,4,
17642,Manajemen Perhotelan Dan Pariwisata,Universitas Lintas Internasional Indonesia,S1,4,
17643,Teknik Farmasi,Universitas Lintas Internasional Indonesia,S1,4,
17644,Teknologi Pangan,Universitas Lintas Internasional Indonesia,S1,4,
17645,Teknik Elektro,Universitas Lintas Internasional Indonesia,S1,4,
17646,Teknik Mesin,Universitas Lintas Internasional Indonesia,S1,4,
17647,Teknik Informatika,Universitas Lintas Internasional Indonesia,S1,4,
17648,Teknik Kimia,Universitas Lintas Internasional Indonesia,S1,4,
17649,Ilmu Administrasi Negara,Universitas Lumajang,S1,7,
17650,Agribisnis,Universitas Lumajang,S1,7,
17651,Ilmu Hukum,Universitas Lumajang,S1,7,
17652,Teknik Industri,Universitas Ma Chung,S1,7,
17653,Pendidikan Bahasa Mandarin,Universitas Ma Chung,S1,7,
17654,Kimia,Universitas Ma Chung,S1,7,
17655,Desain Komunikasi Visual -,Universitas Ma Chung,S1,7,
17656,Akuntansi,Universitas Ma Chung,S1,7,
17657,Manajemen,Universitas Ma Chung,S1,7,
17658,Teknik Informatika,Universitas Ma Chung,S1,7,
17659,Sastra Inggris,Universitas Ma Chung,S1,7,
17660,Sistem Informasi,Universitas Ma Chung,S1,7,
17661,Teknik Komputer,Universitas Maarif Hasyim Latif,D-III,7,
17662,Akuntansi,Universitas Maarif Hasyim Latif,D-III,7,
17663,Teknik Informatika,Universitas Maarif Hasyim Latif,S1,7,
17664,Desain Komunikasi Visual,Universitas Maarif Hasyim Latif,S1,7,
17665,Akuntansi,Universitas Maarif Hasyim Latif,S1,7,
17666,Ilmu Hukum,Universitas Maarif Hasyim Latif,S1,7,
17667,Manajemen,Universitas Maarif Hasyim Latif,S1,7,
17668,ANALIS KESEHATAN,UNIVERSITAS MAARIF HASYIM LATIF,,,
17669,ANALIS KESEHATAN,UNIVERSITAS MAARIF HASYIM LATIF,,,
17670,Teknik Mesin,Universitas Maarif Hasyim Latif,S1,7,
17671,Teknik Industri,Universitas Maarif Hasyim Latif,S1,7,
17672,Teknik Sipil,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17673,Pendidikan Bahasa Indonesia,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17674,Pendidikan Anak Usia Dini,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17675,Pendidikan Olah Raga,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17676,Pendidikan Bahasa Inggris,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17677,Peternakan,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17678,Teknik Informatika,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17679,Agroteknologi,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17680,Biologi,Universitas Ma'arif Nahdlatul Ulama Kebumen,S1,6,
17681,Budidaya Perairan,Universitas Madako Tolitoli,S1,16,
17682,Pendidikan Guru Sekolah Dasar,Universitas Madako Tolitoli,S1,16,
17683,Peternakan,Universitas Madako Toli-toli,S1,16,
17684,Budidaya Perairan,Universitas Madako Toli-toli,S1,16,
17685,Arsitektur,Universitas Madako Toli-toli,S1,16,
17686,Agroteknologi,Universitas Madako Toli-toli,S1,16,
17687,Pendidikan Bahasa Inggris,Universitas Madako Toli-toli,S1,16,
17688,Teknologi Pendidikan,Universitas Madako Toli-toli,S1,16,
17689,Ilmu Administrasi Negara,Universitas Madako Toli-toli,S1,16,
17690,Ilmu Pemerintahan,Universitas Madako Toli-toli,S1,16,
17691,Manajemen,Universitas Madako Toli-toli,S1,16,
17692,Teknik Sipil,Universitas Madako Toli-toli,S1,16,
17693,Ekonomi Pembangunan,Universitas Madako Toli-toli,S1,16,
17694,Ilmu Hukum,Universitas Madako Toli-toli,S1,16,
17695,Manajemen,Universitas Madura,S1,7,
17696,Pendidikan Matematika,Universitas Madura,S1,7,
17697,Teknik Informatika,Universitas Madura,S1,7,
17698,Teknik Sipil,Universitas Madura,S1,7,
17699,Hukum,Universitas Madura,S1,7,
17700,Peternakan,Universitas Madura,S1,7,
17701,Informatika,Universitas Madura,S1,7,
17702,Akuntansi,Universitas Madura,S1,7,
17703,Pendidikan Bahasa Inggris,Universitas Madura,S1,7,
17704,Administrasi Publik,Universitas Madura,S1,7,
17705,Pendidikan Bahasa Indonesia,Universitas Madura,S1,7,
17706,Bimbingan Dan Konseling,Universitas Mahadewa Indonesia,S1,8,
17707,Pendidikan Bahasa Indonesia Dan Daerah,Universitas Mahadewa Indonesia,S1,8,
17708,Pendidikan Biologi,Universitas Mahadewa Indonesia,S1,8,
17709,Pendidikan Matematika,Universitas Mahadewa Indonesia,S1,8,
17710,Pendidikan Sejarah,Universitas Mahadewa Indonesia,S1,8,
17711,Pendidikan Ekonomi,Universitas Mahadewa Indonesia,S1,8,
17712,Pendidikan Seni Rupa,Universitas Mahadewa Indonesia,S1,8,
17713,Perhotelan,Universitas Mahakarya Asia,D-III,5,
17714,Sistem Informasi (Kampus Kota Jakarta),Universitas Mahakarya Asia,S1,5,
17715,Manajemen Informatika (Kampus Kab Ogan Komering Ulu),Universitas Mahakarya Asia,D-III,5,
17716,Manajemen,Universitas Mahakarya Asia,S1,5,
17717,Akuntansi,Universitas Mahakarya Asia,S1,5,
17718,Teknik Informatika (Kampus Kota Jakarta),Universitas Mahakarya Asia,S1,5,
17719,Akuntansi,Universitas Mahaputra Muhammad Yamin,S1,10,
17720,Agroteknologi,Universitas Mahaputra Muhammad Yamin,S1,10,
17721,Ilmu Hukum,Universitas Mahaputra Muhammad Yamin,S1,10,
17722,Pendidikan Bahasa Inggris,Universitas Mahaputra Muhammad Yamin,S1,10,
17723,Pendidikan Matematika,Universitas Mahaputra Muhammad Yamin,S1,10,
17724,Pendidikan Ekonomi,Universitas Mahaputra Muhammad Yamin,S1,10,
17725,Pendidikan Biologi,Universitas Mahaputra Muhammad Yamin,S1,10,
17726,Manajemen,Universitas Mahaputra Muhammad Yamin,S1,10,
17727,Manajemen Informatika,Universitas Mahaputra Muhammad Yamin,D-III,10,
17728,Agribisnis,Universitas Mahaputra Muhammad Yamin,S1,10,
17729,Peternakan,Universitas Mahaputra Muhammad Yamin,S1,10,
17730,Pendidikan Bahasa Indonesia,Universitas Mahaputra Muhammad Yamin,S1,10,
17731,Akuntansi,Universitas Mahasaraswati Denpasar,S1,8,
17732,Agribisnis,Universitas Mahasaraswati Denpasar,S1,8,
17733,Pendidikan Matematika,Universitas Mahasaraswati Denpasar,S1,8,
17734,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Mahasaraswati Denpasar,S1,8,
17735,Pendidikan Sejarah,Universitas Mahasaraswati Denpasar,S1,8,
17736,KEDOKTERAN GIGI,UNIVERSITAS MAHASARASWATI DENPASAR,,,
17737,DOKTER GIGI,UNIVERSITAS MAHASARASWATI DENPASAR,,,
17738,Pendidikan Biologi,Universitas Mahasaraswati Denpasar,S1,8,
17739,Teknik Sipil,Universitas Mahasaraswati Denpasar,S1,8,
17740,Agroteknologi,Universitas Mahasaraswati Denpasar,S1,8,
17741,Ilmu Hukum,Universitas Mahasaraswati Denpasar,S1,8,
17742,Manajemen,Universitas Mahasaraswati Denpasar,S1,8,
17743,Sastra Jepang,Universitas Mahasaraswati Denpasar,S1,8,
17744,Sastra Inggris,Universitas Mahasaraswati Denpasar,S1,8,
17745,Teknik Sipil K. Mataram,Universitas Mahasaraswati Denpasar,S1,8,
17746,Hukum K. Mataram,Universitas Mahasaraswati Denpasar,S1,8,
17747,FARMASI,UNIVERSITAS MAHASARASWATI DENPASAR,,,
17748,Pendidikan Bahasa Inggris,Universitas Mahasaraswati Denpasar,S1,8,
17749,Perencanaan Pembangunan Wilayah Dan Pengelolaan Lingkungan,Universitas Mahasaraswati Denpasar,S2,8,
17750,Manajemen,Universitas Mahasaraswati Denpasar,S2,8,
17751,Agribisnis,Universitas Mahasaraswati Denpasar,S1,8,
17752,FARMASI,UNIVERSITAS MAHASARASWATI DENPASAR,,,
17753,Manajemen K. Mataram,Universitas Mahasaraswati Denpasar,S1,8,
17754,Ilmu Hukum,Universitas Mahendradatta,S1,8,
17755,Manajemen,Universitas Mahendradatta,S1,8,
17756,Ilmu Hukum,Universitas Mahendradatta,S2,8,
17757,Adminsitrasi Publik,Universitas Mahendradatta,S2,8,
17758,Ilmu Administrasi Negara,Universitas Mahendradatta,S1,8,
17759,Kewirausahaan,Universitas Mahendradatta,S1,8,
17760,Teknik Industri,Universitas Mahendradatta,S1,8,
17761,Ilmu Administrasi,Universitas Majalengka,S2,4,
17762,Teknik Mesin,Universitas Majalengka,S1,4,
17763,Pendidikan Biologi,Universitas Majalengka,S1,4,
17764,Pendidikan Agama Islam,Universitas Majalengka,S1,4,
17765,Pendidikan Guru Sekolah Dasar,Universitas Majalengka,S1,4,
17766,Teknik Sipil,Universitas Majalengka,S1,4,
17767,Ilmu Komunikasi,Universitas Majalengka,S1,4,
17768,Akuntansi,Universitas Majalengka,S1,4,
17769,Manajemen,Universitas Majalengka,S1,4,
17770,Pendidikan Islam Anak Usia Dini,Universitas Majalengka,S1,4,
17771,Ekonomi Syariah,Universitas Majalengka,S1,4,
17772,Agroteknologi,Universitas Majalengka,S1,4,
17773,Peternakan,Universitas Majalengka,S1,4,
17774,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Majalengka,S1,4,
17775,Teknik Industri,Universitas Majalengka,S1,4,
17776,Pendidikan Matematika,Universitas Majalengka,S1,4,
17777,Pendidikan Biologi,Universitas Majalengka,S1,4,
17778,Teknik Informatika,Universitas Majalengka,S1,4,
17779,Agribisnis,Universitas Majalengka,S1,4,
17780,Pendidikan Bahasa Inggris,Universitas Majalengka,S1,4,
17781,Manajemen Pendidikan Islam,Universitas Majalengka,S2,4,
17782,Ilmu Hukum,Universitas Majalengka,S1,4,
17783,Ilmu Administrasi Negara,Universitas Majalengka,S1,4,
17784,KEBIDANAN,UNIVERSITAS MALAHAYATI,D-III,2,
17785,KEDOKTERAN,UNIVERSITAS MALAHAYATI,S1,2,
17786,DOKTER,UNIVERSITAS MALAHAYATI,Profesi,2,
17787,ILMU KESEHATAN MASYARAKAT,UNIVERSITAS MALAHAYATI,,,
17788,FARMASI,UNIVERSITAS MALAHAYATI,,,
17789,KESEHATAN MASYARAKAT,UNIVERSITAS MALAHAYATI,,,
17790,Teknik Sipil,Universitas Malahayati,S1,2,
17791,KEPERAWATAN,UNIVERSITAS MALAHAYATI,,,
17792,NERS,UNIVERSITAS MALAHAYATI,,,
17793,Teknik Industri,Universitas Malahayati,S1,2,
17794,Akuntansi,Universitas Malahayati,S1,2,
17795,Manajemen,Universitas Malahayati,S1,2,
17796,Teknik Lingkungan,Universitas Malahayati,S1,2,
17797,Teknik Mesin,Universitas Malahayati,S1,2,
17798,Akuntansi,Universitas Malahayati,S2,2,
17799,Ilmu Hukum,Universitas Malahayati,S1,2,
17800,Psikologi,Universitas Malahayati,S1,2,
17801,Teknik Industri,Universitas Malikussaleh,S1,,
17802,Administrasi Negara,Universitas Malikussaleh,S2,,
17803,Teknik Mesin,Universitas Malikussaleh,S1,,
17804,Teknik Informatika,Universitas Malikussaleh,S1,,
17805,Antropologi,Universitas Malikussaleh,S1,,
17806,KEDOKTERAN,UNIVERSITAS MALIKUSSALEH,,,
17807,Pendidikan Bahasa Indonesia,Universitas Malikussaleh,S1,,
17808,DOKTER,UNIVERSITAS MALIKUSSALEH,,,
17809,Ekonomi Pembangunan,Universitas Malikussaleh,S1,,
17810,Ilmu Manajemen,Universitas Malikussaleh,S2,,
17811,Sosiologi,Universitas Malikussaleh,S2,,
17812,Manajemen,Universitas Malikussaleh,S1,,
17813,Administrasi Bisnis,Universitas Malikussaleh,S1,,
17814,Ilmu Politik,Universitas Malikussaleh,S1,,
17815,Pendidikan Matematika,Universitas Malikussaleh,S1,,
17816,Psikologi,Universitas Malikussaleh,S1,,
17817,Pendidikan Vokasional Teknik Mesin,Universitas Malikussaleh,S1,,
17818,Ekonomi Syariah,Universitas Malikussaleh,S1,,
17819,Akuakultur,Universitas Malikussaleh,S1,,
17820,Sosiologi,Universitas Malikussaleh,S1,,
17821,Pendidikan Kimia,Universitas Malikussaleh,S1,,
17822,Agroekoteknologi,Universitas Malikussaleh,S2,,
17823,Pendidikan Fisika,Universitas Malikussaleh,S1,,
17824,Administrasi Publik,Universitas Malikussaleh,S1,,
17825,Hukum,Universitas Malikussaleh,S1,,
17826,Agroekoteknologi,Universitas Malikussaleh,S1,,
17827,Teknik Energi Terbarukan,Universitas Malikussaleh,S2,,
17828,Arsitektur,Universitas Malikussaleh,S1,,
17829,Ilmu Komunikasi,Universitas Malikussaleh,S1,,
17830,Teknik Elektro,Universitas Malikussaleh,S1,,
17831,Agribisnis,Universitas Malikussaleh,S1,,
17832,Teknik Sipil,Universitas Malikussaleh,S1,,
17833,Akuntansi,Universitas Malikussaleh,S1,,
17834,Sistem Informasi,Universitas Malikussaleh,S1,,
17835,Hukum,Universitas Malikussaleh,S2,,
17836,Teknik Kimia,Universitas Malikussaleh,S1,,
17837,Ilmu Kelautan,Universitas Malikussaleh,S1,,
17838,Kesekretariatan,Universitas Malikussaleh,D-III,,
17839,ILMU KEPERAWATAN,UNIVERSITAS MANDALA WALUYA,,,
17840,PROFESI NERS,UNIVERSITAS MANDALA WALUYA,,,
17841,KESEHATAN LINGKUNGAN,UNIVERSITAS MANDALA WALUYA,,,
17842,Transportasi,Universitas Maritim Amni,S1,6,
17843,Teknika,Universitas Maritim Amni,D-III,6,
17844,Nautika,Universitas Maritim Amni,D-III,6,
17845,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Universitas Maritim Amni,D-III,6,
17846,Ilmu Pemerintahan,Universitas Maritim Raja Ali Haji,S1,,
17847,Teknik Elektro,Universitas Maritim Raja Ali Haji,S1,,
17848,Teknik Informatika,Universitas Maritim Raja Ali Haji,S1,,
17849,Akuntansi,Universitas Maritim Raja Ali Haji,S1,,
17850,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Maritim Raja Ali Haji,S1,,
17851,Teknologi Hasil Perikanan,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17852,Budi Daya Perairan,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17853,Ilmu Kelautan,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17854,Sosial Ekonomi Perikanan,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17855,Pendidikan Biologi,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17856,Ilmu Hukum,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17857,Pendidikan Kimia,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17858,Manajemen,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17859,Ilmu Hubungan Internasional,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17860,Pendidikan Matematika,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17861,Pendidikan Bahasa Inggris,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17862,Manajemen Sumber Daya Perairan,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17863,Ilmu Administrasi Negara,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17864,Sosiologi,Universitas Maritim Raja Ali Haji (UMRAH),S1,,
17865,Manajemen Informatika,Universitas Ma'soem,D-III,4,
17866,Komputerisasi Akuntansi,Universitas Ma'soem,D-III,4,
17867,Bimbingan Dan Konseling,Universitas Ma'soem,S1,4,
17868,Agribisnis,Universitas Ma'soem,S1,4,
17869,Teknologi Pangan,Universitas Ma'soem,S1,4,
17870,Sistem Informasi,Universitas Ma'soem,S1,4,
17871,Pendidikan Bahasa Inggris,Universitas Ma'soem,S1,4,
17872,Teknik Informatika,Universitas Matana,S1,3,
17873,Sistem Komputer,Universitas Matana,S1,3,
17874,Manajemen,Universitas Matana,S1,3,
17875,Akuntansi,Universitas Matana,S1,3,
17876,Desain Komunikasi Visual,Universitas Matana,S1,3,
17877,Hospitaliti Dan Pariwisata,Universitas Matana,S1,3,
17878,Arsitektur,Universitas Matana,S1,3,
17879,Statistika,Universitas Matana,S1,3,
17880,Fisika,Universitas Matana,S1,3,
17881,Sistem Informasi,Universitas Matana,S1,3,
17882,Kehutanan,Universitas Mataram,S1,,
17883,Pendidikan IPA,Universitas Mataram,S2,,
17884,Matematika,Universitas Mataram,S1,,
17885,Kimia,Universitas Mataram,S1,,
17886,Biologi,Universitas Mataram,S1,,
17887,Administrasi Pendidikan,Universitas Mataram,S2,,
17888,Fisika,Universitas Mataram,S1,,
17889,Manajemen,Universitas Mataram,S1,,
17890,KEDOKTERAN,UNIVERSITAS MATARAM,S1,,
17891,Akuntansi,Universitas Mataram,S2,,
17892,Akuntansi,Universitas Mataram,S1,,
17893,Pariwisata K. Kab. Lombok Utara,Universitas Mataram,D-III,,
17894,Agroekoteknologi,Universitas Mataram,S1,,
17895,Kenotariatan,Universitas Mataram,S2,,
17896,Teknik Mesin,Universitas Mataram,S1,,
17897,Ilmu Ekonomi,Universitas Mataram,S2,,
17898,Pariwisata,Universitas Mataram,D-III,,
17899,DOKTER,UNIVERSITAS MATARAM,,,
17900,Pendidikan Bahasa Indonesia,Universitas Mataram,S2,,
17901,Kesehatan Hewan K. Bima,Universitas Mataram,D-III,,
17902,Ilmu Tanah,Universitas Mataram,S1,,
17903,Budidaya Perikanan Kab Lombok Utara,Universitas Mataram,D-III,,
17904,Hubungan Internasional,Universitas Mataram,S1,,
17905,Pendidikan Sosiologi,Universitas Mataram,S1,,
17906,Sosiologi,Universitas Mataram,S1,,
17907,Ilmu Komunikasi,Universitas Mataram,S1,,
17908,Teknik Informatika,Universitas Mataram,S1,,
17909,Teknik Sipil,Universitas Mataram,S1,,
17910,Manajemen Sumber Daya Peternakan,Universitas Mataram,S2,,
17911,Pendidikan Biologi,Universitas Mataram,S1,,
17912,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Mataram,S1,,
17913,Agribisnis,Universitas Mataram,S1,,
17914,Perpajakan,Universitas Mataram,D-III,,
17915,Ilmu Hukum,Universitas Mataram,S1,,
17916,Pendidikan Bahasa Inggris,Universitas Mataram,S1,,
17917,Ilmu Dan Teknologi Pangan,Universitas Mataram,S1,,
17918,Pendidikan Bahasa Inggris,Universitas Mataram,S2,,
17919,Akuntansi,Universitas Mataram,D-III,,
17920,Teknik Sipil,Universitas Mataram,S2,,
17921,Teknik Elektro,Universitas Mataram,S1,,
17922,Pengelolaan Sumberdaya Lahan Kering,Universitas Mataram,S2,,
17923,Pendidikan Kimia,Universitas Mataram,S1,,
17924,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Mataram,S1,,
17925,Peternakan,Universitas Mataram,S1,,
17926,Agribisnis Peternakan,Universitas Mataram,D-III,,
17927,Teknik Pertanian,Universitas Mataram,S1,,
17928,Manajemen,Universitas Mataram,S2,,
17929,Pendidikan Matematika,Universitas Mataram,S1,,
17930,Ilmu Hukum,Universitas Mataram,S2,,
17931,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Mataram,S1,,
17932,Ilmu Hukum,Universitas Mataram,S3,,
17933,Pendidikan Fisika,Universitas Mataram,S1,,
17934,Ekonomi Pembangunan,Universitas Mataram,S1,,
17935,Manajemen Informatika,Universitas Mathla Ul Anwar,D-III,4,
17936,Teknologi Pangan,Universitas Mathla Ul Anwar,S1,4,
17937,Ilmu Hukum,Universitas Mathla Ul Anwar,S2,4,
17938,Hukum Keluarga (Ahwal Syakhshiyah),Universitas Mathla Ul Anwar,S1,4,
17939,Ekonomi Syariah,Universitas Mathla Ul Anwar,S1,4,
17940,Teknik Sipil,Universitas Mathla Ul Anwar,S1,4,
17941,Bimbingan Dan Konseling,Universitas Mathla Ul Anwar,S1,4,
17942,Teknik Mesin,Universitas Mathla Ul Anwar,S1,4,
17943,Pendidikan Matematika,Universitas Mathla Ul Anwar,S1,4,
17944,Ilmu Komunikasi,Universitas Mathla Ul Anwar,S1,4,
17945,Manajemen,Universitas Mathla`ul Anwar,S1,4,
17946,Biologi,Universitas Mathla`ul Anwar,S1,4,
17947,Pendidikan Bahasa Inggris,Universitas Mathla`ul Anwar,S1,4,
17948,Sistem Informasi,Universitas Mathla`ul Anwar,S1,4,
17949,Pendidikan Agama Islam,Universitas Mathla`ul Anwar,S1,4,
17950,Ilmu Pemerintahan,Universitas Mathla`ul Anwar,S1,4,
17951,Ilmu Hukum,Universitas Mathla`ul Anwar,S1,4,
17952,Kimia,Universitas Mathla`ul Anwar,S1,4,
17953,Akuntansi,Universitas Mathla`ul Anwar,S1,4,
17954,FARMASI,UNIVERSITAS MATHLA'UL ANWAR,,,
17955,KESEHATAN MASYARAKAT,UNIVERSITAS MATHLA'UL ANWAR,,,
17956,Manajemen,Universitas Mayjen Sungkono,S1,7,
17957,Ilmu Hukum,Universitas Mayjen Sungkono,S1,7,
17958,Agribisnis,Universitas Mayjen Sungkono,S1,7,
17959,Psikologi,Universitas Medan Area,S1,1,
17960,Teknik Sipil,Universitas Medan Area,S1,1,
17961,Ilmu Hukum,Universitas Medan Area,S2,1,
17962,Argoteknologi,Universitas Medan Area,S1,1,
17963,Agribisnis,Universitas Medan Area,S1,1,
17964,Ilmu Administrasi Negara,Universitas Medan Area,S1,1,
17965,Ilmu Pemerintahan,Universitas Medan Area,S1,1,
17966,Teknik Informatika,Universitas Medan Area,S1,1,
17967,Ilmu Administrasi Publik,Universitas Medan Area,S2,1,
17968,Biologi,Universitas Medan Area,S1,1,
17969,Agribisnis,Universitas Medan Area,S2,1,
17970,Ilmu Komunikasi,Universitas Medan Area,S1,1,
17971,Teknik Elektro,Universitas Medan Area,S1,1,
17972,Arsitektur,Universitas Medan Area,S1,1,
17973,Teknik Industri,Universitas Medan Area,S1,1,
17974,Teknik Mesin,Universitas Medan Area,S1,1,
17975,Ilmu Hukum,Universitas Medan Area,S1,1,
17976,Psikologi,Universitas Medan Area,S2,1,
17977,Akuntansi,Universitas Medan Area,S1,1,
17978,Manajemen,Universitas Medan Area,S1,1,
17979,KESEHATAN MASYARAKAT,UNIVERSITAS MEGA BUANA PALOPO,S1,9,
17980,Ilmu Hukum,Universitas Mega Buana Palopo,S1,9,
17981,ILMU KEPERAWATAN,UNIVERSITAS MEGA BUANA PALOPO,,,
17982,NERS,UNIVERSITAS MEGA BUANA PALOPO,,,
17983,KEBIDANAN,UNIVERSITAS MEGA BUANA PALOPO,,,
17984,KEBIDANAN,UNIVERSITAS MEGA BUANA PALOPO,,,
17985,ANALIS KESEHATAN,UNIVERSITAS MEGAREZKY,,,
17986,ANALIS KESEHATAN,UNIVERSITAS MEGAREZKY,,,
17987,TEKNIK GIGI,UNIVERSITAS MEGAREZKY,,,
17988,TEKNIK KARDIOVASKULER,UNIVERSITAS MEGAREZKY,,,
17989,REFRAKSI OPTISI,UNIVERSITAS MEGAREZKY,,,
17990,Pendidikan Bahasa Inggris,Universitas Megarezky,S1,9,
17991,Pendidikan Jasmani,Universitas Megarezky,S1,9,
17992,Pendidikan Guru Sekolah Dasar,Universitas Megarezky,S1,9,
17993,Pendidikan Sosiologi,Universitas Megarezky,S1,9,
17994,APOTEKER,UNIVERSITAS MEGAREZKY,,,
17995,KEBIDANAN,UNIVERSITAS MEGAREZKY,,,
17996,BIDAN,UNIVERSITAS MEGAREZKY,,,
17997,FARMASI,UNIVERSITAS MEGAREZKY,,,
17998,Ilmu Komputer,Universitas Megarezky,S1,9,
17999,ADMINISTRASI RUMAH SAKIT,UNIVERSITAS MEGAREZKY,,,
18000,PENDIDIKAN PROFESI NERS,UNIVERSITAS MEGAREZKY,,,
18001,KEPERAWATAN,UNIVERSITAS MEGAREZKY,,,
18002,KEBIDANAN,UNIVERSITAS MEGAREZKY,,,
18003,Ilmu Hukum,Universitas Megou Pak Tulang Bawang,S1,2,
18004,Agroteknologi,Universitas Megou Pak Tulang Bawang,S1,2,
18005,Pendidikan Sejarah,Universitas Megou Pak Tulang Bawang,S1,2,
18006,Teknik Sipil,Universitas Megou Pak Tulang Bawang,S1,2,
18007,Manajemen,Universitas Megou Pak Tulang Bawang,S1,2,
18008,Teknik Industri,Universitas Megou Pak Tulang Bawang,S1,2,
18009,Hubungan Internasional,Universitas Megou Pak Tulang Bawang,S1,2,
18010,Pendidikan Ekonomi,Universitas Megou Pak Tulang Bawang,S1,2,
18011,Teknik Informatika,Universitas Megou Pak Tulang Bawang,S1,2,
18012,Akuntansi,Universitas Megou Pak Tulang Bawang,S1,2,
18013,Teknik Industri,Universitas Mercu Buana,S2,3,
18014,Manajemen,Universitas Mercu Buana,S1,3,
18015,Akuntansi,Universitas Mercu Buana,S2,3,
18016,Desain Interior,Universitas Mercu Buana,S1,3,
